iso3,category,category_name,type,type_name,variable,value,units,data_type,source
AGO,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,6.999775090228984e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
KHM,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KHM,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KHM,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KHM,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,15.585135426564758,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,A,Beneficial,A1,Fisheries management,subsidies_per_production,317.98912390775496,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,A,Beneficial,A2,Fishery research and development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KIR,A,Beneficial,A3,Marine protected areas,subsidies_per_production,32.25191763479297,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,3.303890975945785,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,38.97920840159865,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KIR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,55.10317922127892,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KIR,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,6.7233968200774505,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,3.968299962764373,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KIR,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KIR,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KIR,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,A,Beneficial,A1,Fisheries management,subsidies_per_production,6.828407655401611,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KNA,A,Beneficial,A2,Fishery research and development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,A,Beneficial,A3,Marine protected areas,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,2.6968162785527054,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KNA,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,3.174692699166823,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KNA,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KNA,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KOR,A,Beneficial,A1,Fisheries management,subsidies_per_production,865.7101388650982,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KOR,A,Beneficial,A2,Fishery research and development,subsidies_per_production,336.3492667108255,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KOR,A,Beneficial,A3,Marine protected areas,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KOR,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,33.63481045638236,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KOR,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,96.79043537137903,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KOR,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,170.41012783764052,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KOR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,350.91922115272223,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KOR,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,6.626674067316012,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KOR,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KOR,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,444.0619440966711,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KOR,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,3.528851843166027,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KOR,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,24.509519239605336,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KOR,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,8.919647621267114,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
KWT,A,Beneficial,A1,Fisheries management,subsidies_per_production,1611.5541737053795,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KWT,A,Beneficial,A2,Fishery research and development,subsidies_per_production,377.5919185520362,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KWT,A,Beneficial,A3,Marine protected areas,subsidies_per_production,59.58895729009553,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KWT,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,197.46689487179486,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KWT,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KWT,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KWT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,443.6186528406234,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
KWT,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KWT,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KWT,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KWT,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KWT,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
KWT,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,A,Beneficial,A1,Fisheries management,subsidies_per_production,254.29425195996663,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBN,A,Beneficial,A2,Fishery research and development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,A,Beneficial,A3,Marine protected areas,subsidies_per_production,196.21720403113704,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,100.4311566027245,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,1.132782874617737,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBR,A,Beneficial,A1,Fisheries management,subsidies_per_production,5.264176381949401,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LBR,A,Beneficial,A2,Fishery research and development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBR,A,Beneficial,A3,Marine protected areas,subsidies_per_production,16.490222404631613,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBR,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBR,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,146.9766063922595,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBR,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBR,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,24.47842959790626,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBR,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,0.08081846300261718,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBR,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,100.54776342295186,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBR,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBR,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBR,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,25.018724014592753,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBY,A,Beneficial,A1,Fisheries management,subsidies_per_production,408.9667246875,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBY,A,Beneficial,A2,Fishery research and development,subsidies_per_production,95.8221155,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LBY,A,Beneficial,A3,Marine protected areas,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LBY,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LCA,A,Beneficial,A1,Fisheries management,subsidies_per_production,162.17534710664754,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,A,Beneficial,A2,Fishery research and development,subsidies_per_production,37.9981644093735,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,A,Beneficial,A3,Marine protected areas,subsidies_per_production,683.3489354375897,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LCA,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,101.1540406504065,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LCA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,76.82969473935916,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,119.07855824964132,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,31.44248206599713,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,374.52108235294116,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LCA,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LCA,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LCA,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,20.323328828311812,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LKA,A,Beneficial,A1,Fisheries management,subsidies_per_production,11.76865923897228,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,A,Beneficial,A2,Fishery research and development,subsidies_per_production,4.43393393224253,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,A,Beneficial,A3,Marine protected areas,subsidies_per_production,2.8118735461432314,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LKA,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,10.39203265369343,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,29.276758873337275,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,41.9795011593305,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,1.31330659785782,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,74.20631206173083,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LKA,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,3.5495573188018064,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LKA,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,76.97801965698837,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0.5609810822608353,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LKA,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LKA,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,3.079120786279535,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LTU,A,Beneficial,A1,Fisheries management,subsidies_per_production,3.432457435891653,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LTU,A,Beneficial,A2,Fishery research and development,subsidies_per_production,3.3251383048783234,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LTU,A,Beneficial,A3,Marine protected areas,subsidies_per_production,85.59486649450822,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LTU,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,19.71654870430095,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LTU,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,5.844666987302375,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LTU,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,6.3567586176954824,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LTU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,6.264870460542637,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LTU,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,68.65163070885677,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LTU,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,86.7996489546449,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LTU,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,4.1508010081418165,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LTU,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,13.192090924468301,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LTU,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0.007271724641963057,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LTU,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LVA,A,Beneficial,A1,Fisheries management,subsidies_per_production,12.734917584001899,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LVA,A,Beneficial,A2,Fishery research and development,subsidies_per_production,6.39903544702071,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LVA,A,Beneficial,A3,Marine protected areas,subsidies_per_production,70.56741978899876,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LVA,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,9.747161499058636,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LVA,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,11.151114795528946,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LVA,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,11.070400749698933,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LVA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,24.85794723272894,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LVA,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
LVA,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,115.9866794443408,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LVA,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,78.52564674254117,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LVA,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,6.5217012695693475,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
LVA,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,1.1673578845599335,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
LVA,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MAR,A,Beneficial,A1,Fisheries management,subsidies_per_production,40.28610165152906,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
MAR,A,Beneficial,A2,Fishery research and development,subsidies_per_production,14.68667228494735,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
MAR,A,Beneficial,A3,Marine protected areas,subsidies_per_production,2.042132914806488,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
MAR,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,8.460566514676978,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
MAR,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,121.26066007395323,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
MAR,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,1.2005598018153436,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
MAR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,9.7534981248696,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
MAR,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,5.502359838604952,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
MAR,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,0.2116426837770976,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
MAR,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_production,5.879233800153236,2018 US$/tonne (2017),Reported,Sumaila et al. (2019); FAO (2019)
MAR,C,Ambiguous,C1,Fisher assistance,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MAR,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MAR,C,Ambiguous,C3,Rural fisher communities,subsidies_per_production,7.555979509444614,2018 US$/tonne (2017),Modeled,Sumaila et al. (2019); FAO (2019)
MCO,A,Beneficial,A1,Fisheries management,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,A,Beneficial,A2,Fishery research and development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,A,Beneficial,A3,Marine protected areas,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
MCO,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_production,0,2018 US$/tonne (2017),Found no evidence of subsidy,Sumaila et al. (2019); FAO (2019)
